id node1;id node2;name node1;name node2;parent id node1;parent id node2;parent name node1;parent name node2;edge confidence;edge weight(med flm)
672;676;lh.precentral_22;lh.precentral_23;51;51;ctx-lh-precentral;ctx-lh-precentral;211;12.533332
769;1008;lh.superiorparietal_27;Left-Thalamus-Proper;59;76;ctx-lh-superiorparietal;Left-Thalamus-Proper;235;31.112499
769;991;lh.superiorparietal_27;lh.insula_5;59;75;ctx-lh-superiorparietal;ctx-lh-insula;311;19.563640
769;1010;lh.superiorparietal_27;Left-Putamen;59;78;ctx-lh-superiorparietal;Left-Putamen;318;37.650002
275;316;rh.superiorparietal_14;rh.precuneus_16;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;249;12.500015
275;315;rh.superiorparietal_14;rh.precuneus_10;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;282;15.716667
275;326;rh.superiorparietal_14;rh.precuneus_20;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;289;14.880000
751;758;lh.supramarginal_3;lh.supramarginal_15;58;58;ctx-lh-supramarginal;ctx-lh-supramarginal;281;12.013332
751;770;lh.supramarginal_3;lh.superiorparietal_25;58;59;ctx-lh-supramarginal;ctx-lh-superiorparietal;317;16.061539
606;612;lh.superiorfrontal_28;lh.superiorfrontal_36;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;233;12.066680
606;616;lh.superiorfrontal_28;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;314;13.100003
60;504;rh.rostralmiddlefrontal_18;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;239;29.699997
60;73;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_3;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;230;31.970835
60;63;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_23;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;295;17.280005
60;66;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_14;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;275;23.753841
60;70;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_2;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;285;26.000002
691;1009;lh.rostralanteriorcingulate_2;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;404;16.792877
691;695;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_1;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;224;21.599994
691;1010;lh.rostralanteriorcingulate_2;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;351;33.574997
691;694;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_4;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;243;15.466671
666;676;lh.precentral_11;lh.precentral_23;51;51;ctx-lh-precentral;ctx-lh-precentral;271;14.162498
666;1010;lh.precentral_11;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;355;27.400005
666;1009;lh.precentral_11;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;212;28.800009
666;669;lh.precentral_11;lh.precentral_15;51;51;ctx-lh-precentral;ctx-lh-precentral;214;11.799994
666;997;lh.precentral_11;lh.insula_14;51;75;ctx-lh-precentral;ctx-lh-insula;223;15.500001
911;1013;lh.parahippocampal_3;Left-Hippocampus;67;81;ctx-lh-parahippocampal;Left-Hippocampus;242;12.600000
427;436;rh.inferiortemporal_6;rh.middletemporal_15;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;211;14.400003
677;684;lh.paracentral_7;lh.paracentral_4;52;52;ctx-lh-paracentral;ctx-lh-paracentral;234;12.551432
708;1008;lh.isthmuscingulate_6;Left-Thalamus-Proper;56;76;ctx-lh-isthmuscingulate;Left-Thalamus-Proper;214;19.150003
82;90;rh.superiorfrontal_14;rh.superiorfrontal_27;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;213;14.400039
82;504;rh.superiorfrontal_14;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;249;33.999989
82;93;rh.superiorfrontal_14;rh.superiorfrontal_2;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;261;14.760002
82;87;rh.superiorfrontal_14;rh.superiorfrontal_19;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;367;13.799998
82;94;rh.superiorfrontal_14;rh.superiorfrontal_11;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;291;22.163638
650;1010;lh.precentral_26;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;262;46.748488
650;685;lh.precentral_26;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;299;14.600004
650;661;lh.precentral_26;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;247;30.392002
590;601;lh.superiorfrontal_35;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;209;16.600004
590;1010;lh.superiorfrontal_35;Left-Putamen;49;78;ctx-lh-superiorfrontal;Left-Putamen;219;40.850002
590;594;lh.superiorfrontal_35;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;313;13.300011
590;602;lh.superiorfrontal_35;lh.superiorfrontal_29;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;298;18.339997
590;591;lh.superiorfrontal_35;lh.superiorfrontal_42;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;214;13.599990
590;603;lh.superiorfrontal_35;lh.superiorfrontal_44;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;225;26.233330
112;127;rh.superiorfrontal_41;rh.caudalmiddlefrontal_11;8;9;ctx-rh-superiorfrontal;ctx-rh-caudalmiddlefrontal;258;24.730956
112;504;rh.superiorfrontal_41;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;233;40.649996
545;546;lh.parstriangularis_6;lh.parstriangularis_2;46;46;ctx-lh-parstriangularis;ctx-lh-parstriangularis;280;13.053332
545;580;lh.parstriangularis_6;lh.rostralmiddlefrontal_3;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;306;31.384994
545;578;lh.parstriangularis_6;lh.rostralmiddlefrontal_7;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;340;23.751902
545;1010;lh.parstriangularis_6;Left-Putamen;46;78;ctx-lh-parstriangularis;Left-Putamen;211;28.800001
545;573;lh.parstriangularis_6;lh.rostralmiddlefrontal_23;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;319;21.684004
191;503;rh.posteriorcingulate_1;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;400;11.836667
187;503;rh.caudalanteriorcingulate_2;Right-Caudate;13;36;ctx-rh-caudalanteriorcingulate;Right-Caudate;344;12.103336
79;81;rh.superiorfrontal_40;rh.superiorfrontal_3;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;217;14.599991
1006;1010;lh.insula_3;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;14.926666
1006;1014;lh.insula_3;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;221;20.200012
126;504;rh.caudalmiddlefrontal_5;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;250;32.376669
996;1010;lh.insula_8;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;337;13.799999
369;397;rh.lateraloccipital_5;rh.fusiform_15;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;209;22.933332
369;396;rh.lateraloccipital_5;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;269;16.633331
369;390;rh.lateraloccipital_5;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;260;14.647625
651;767;lh.precentral_21;lh.superiorparietal_24;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;220;27.760871
651;1011;lh.precentral_21;Left-Pallidum;51;79;ctx-lh-precentral;Left-Pallidum;266;42.169229
651;1010;lh.precentral_21;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;393;36.226664
651;771;lh.precentral_21;lh.superiorparietal_13;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;210;34.949999
651;662;lh.precentral_21;lh.precentral_25;51;51;ctx-lh-precentral;ctx-lh-precentral;351;26.675003
651;686;lh.precentral_21;lh.paracentral_5;51;52;ctx-lh-precentral;ctx-lh-paracentral;236;17.433339
651;685;lh.precentral_21;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;211;13.300001
651;1008;lh.precentral_21;Left-Thalamus-Proper;51;76;ctx-lh-precentral;Left-Thalamus-Proper;308;35.199999
651;731;lh.precentral_21;lh.postcentral_31;51;57;ctx-lh-precentral;ctx-lh-postcentral;244;31.891667
651;1009;lh.precentral_21;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;365;22.488000
651;654;lh.precentral_21;lh.precentral_16;51;51;ctx-lh-precentral;ctx-lh-precentral;292;12.758335
651;661;lh.precentral_21;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;365;21.828567
651;687;lh.precentral_21;lh.paracentral_11;51;52;ctx-lh-precentral;ctx-lh-paracentral;251;20.853335
651;703;lh.precentral_21;lh.posteriorcingulate_6;51;55;ctx-lh-precentral;ctx-lh-posteriorcingulate;255;15.300013
176;258;rh.paracentral_10;rh.superiorparietal_10;11;18;ctx-rh-paracentral;ctx-rh-superiorparietal;220;11.700003
629;634;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_3;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;238;13.900008
629;1010;lh.caudalmiddlefrontal_9;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;301;31.850006
629;632;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_13;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;330;16.176665
629;631;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_1;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;308;13.362497
629;1009;lh.caudalmiddlefrontal_9;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;322;21.963216
498;499;rh.insula_3;rh.insula_2;34;34;ctx-rh-insula;ctx-rh-insula;213;12.599993
498;507;rh.insula_3;Right-Hippocampus;34;40;ctx-rh-insula;Right-Hippocampus;362;13.253573
498;508;rh.insula_3;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;363;12.199987
947;950;lh.middletemporal_14;lh.middletemporal_9;71;71;ctx-lh-middletemporal;ctx-lh-middletemporal;273;17.066671
256;275;rh.superiorparietal_24;rh.superiorparietal_14;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;225;15.425002
256;327;rh.superiorparietal_24;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;270;18.007145
256;326;rh.superiorparietal_24;rh.precuneus_20;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;254;18.737144
256;270;rh.superiorparietal_24;rh.superiorparietal_9;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;209;16.799997
256;269;rh.superiorparietal_24;rh.superiorparietal_22;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;266;16.433342
33;503;rh.medialorbitofrontal_6;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;211;11.600000
920;1014;lh.temporalpole_2;Left-Amygdala;69;82;ctx-lh-temporalpole;Left-Amygdala;264;15.574999
660;1010;lh.precentral_5;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;254;34.216668
7;504;rh.lateralorbitofrontal_4;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;384;15.939611
99;102;rh.superiorfrontal_24;rh.superiorfrontal_5;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;244;15.366666
99;110;rh.superiorfrontal_24;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;226;16.097367
99;104;rh.superiorfrontal_24;rh.superiorfrontal_21;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;320;13.921428
99;103;rh.superiorfrontal_24;rh.superiorfrontal_22;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;344;13.710002
99;111;rh.superiorfrontal_24;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;268;14.053571
566;1004;lh.rostralmiddlefrontal_4;lh.insula_4;48;75;ctx-lh-rostralmiddlefrontal;ctx-lh-insula;254;14.600005
566;1010;lh.rostralmiddlefrontal_4;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;283;25.800001
566;629;lh.rostralmiddlefrontal_4;lh.caudalmiddlefrontal_9;48;50;ctx-lh-rostralmiddlefrontal;ctx-lh-caudalmiddlefrontal;236;17.259999
566;602;lh.rostralmiddlefrontal_4;lh.superiorfrontal_29;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;246;27.011762
566;573;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_23;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;246;29.476922
566;567;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_26;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;245;15.000003
566;1009;lh.rostralmiddlefrontal_4;Left-Caudate;48;77;ctx-lh-rostralmiddlefrontal;Left-Caudate;310;20.442860
566;603;lh.rostralmiddlefrontal_4;lh.superiorfrontal_44;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;228;20.575000
72;81;rh.rostralmiddlefrontal_11;rh.superiorfrontal_3;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;274;13.353256
500;508;rh.insula_12;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;357;16.714288
500;504;rh.insula_12;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;393;13.666667
255;504;rh.superiorparietal_13;Right-Putamen;18;37;ctx-rh-superiorparietal;Right-Putamen;348;41.040000
255;327;rh.superiorparietal_13;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;223;20.200001
255;486;rh.superiorparietal_13;rh.insula_16;18;34;ctx-rh-superiorparietal;ctx-rh-insula;232;22.209099
533;580;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_3;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;235;11.860001
533;584;lh.medialorbitofrontal_4;lh.superiorfrontal_11;45;49;ctx-lh-medialorbitofrontal;ctx-lh-superiorfrontal;285;13.399993
533;1010;lh.medialorbitofrontal_4;Left-Putamen;45;78;ctx-lh-medialorbitofrontal;Left-Putamen;249;37.640009
533;583;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_1;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;298;12.474999
359;396;rh.lateraloccipital_3;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;236;23.059999
359;385;rh.lateraloccipital_3;rh.lingual_6;23;24;ctx-rh-lateraloccipital;ctx-rh-lingual;285;19.266658
359;369;rh.lateraloccipital_3;rh.lateraloccipital_5;23;23;ctx-rh-lateraloccipital;ctx-rh-lateraloccipital;247;13.755563
359;390;rh.lateraloccipital_3;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;325;14.300014
182;504;rh.rostralanteriorcingulate_4;Right-Putamen;12;37;ctx-rh-rostralanteriorcingulate;Right-Putamen;280;31.350001
182;503;rh.rostralanteriorcingulate_4;Right-Caudate;12;36;ctx-rh-rostralanteriorcingulate;Right-Caudate;410;14.155000
182;1009;rh.rostralanteriorcingulate_4;Left-Caudate;12;77;ctx-rh-rostralanteriorcingulate;Left-Caudate;229;17.799999
108;114;rh.superiorfrontal_13;rh.superiorfrontal_6;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;328;13.000002
108;110;rh.superiorfrontal_13;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;238;12.824995
108;111;rh.superiorfrontal_13;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;212;12.500002
1001;1010;lh.insula_11;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;284;15.499998
1001;1014;lh.insula_11;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;355;14.100006
1014;1014;Left-Amygdala;Left-Amygdala;82;82;Left-Amygdala;Left-Amygdala;260;11.633334
815;816;lh.inferiorparietal_1;lh.inferiorparietal_20;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;217;12.699995
632;1011;lh.caudalmiddlefrontal_13;Left-Pallidum;50;79;ctx-lh-caudalmiddlefrontal;Left-Pallidum;244;28.599998
632;697;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_3;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;266;22.437500
632;695;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_1;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;237;23.799988
632;1010;lh.caudalmiddlefrontal_13;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;413;18.320007
632;1003;lh.caudalmiddlefrontal_13;lh.insula_15;50;75;ctx-lh-caudalmiddlefrontal;ctx-lh-insula;230;14.800001
632;637;lh.caudalmiddlefrontal_13;lh.caudalmiddlefrontal_4;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;336;18.759260
632;1009;lh.caudalmiddlefrontal_13;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;405;17.040906
991;1010;lh.insula_5;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;20.508339
991;1008;lh.insula_5;Left-Thalamus-Proper;75;76;ctx-lh-insula;Left-Thalamus-Proper;316;15.116666
360;390;rh.lateraloccipital_17;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;217;14.250004
692;1010;lh.rostralanteriorcingulate_5;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;293;33.047058
692;1009;lh.rostralanteriorcingulate_5;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;323;20.000004
610;616;lh.superiorfrontal_37;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;267;11.799999
514;1010;lh.lateralorbitofrontal_2;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;395;17.763637
513;1010;lh.lateralorbitofrontal_13;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;362;27.916663
513;1012;lh.lateralorbitofrontal_13;Left-Accumbens-area;42;80;ctx-lh-lateralorbitofrontal;Left-Accumbens-area;216;27.233336
513;1009;lh.lateralorbitofrontal_13;Left-Caudate;42;77;ctx-lh-lateralorbitofrontal;Left-Caudate;287;22.650002
50;504;rh.parsopercularis_6;Right-Putamen;6;37;ctx-rh-parsopercularis;Right-Putamen;324;21.321215
50;503;rh.parsopercularis_6;Right-Caudate;6;36;ctx-rh-parsopercularis;Right-Caudate;315;19.500000
50;94;rh.parsopercularis_6;rh.superiorfrontal_11;6;8;ctx-rh-parsopercularis;ctx-rh-superiorfrontal;222;28.116671
510;1010;lh.lateralorbitofrontal_4;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;248;14.507150
274;316;rh.superiorparietal_2;rh.precuneus_16;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;239;12.799988
549;553;lh.parsopercularis_7;lh.parsopercularis_4;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;233;14.800003
645;684;lh.precentral_17;lh.paracentral_4;51;52;ctx-lh-precentral;ctx-lh-paracentral;302;15.233331
709;770;lh.isthmuscingulate_7;lh.superiorparietal_25;56;59;ctx-lh-isthmuscingulate;ctx-lh-superiorparietal;216;21.833346
128;504;rh.caudalmiddlefrontal_10;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;372;27.144929
128;131;rh.caudalmiddlefrontal_10;rh.caudalmiddlefrontal_6;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;357;13.399994
128;494;rh.caudalmiddlefrontal_10;rh.insula_10;9;34;ctx-rh-caudalmiddlefrontal;ctx-rh-insula;213;21.900002
128;503;rh.caudalmiddlefrontal_10;Right-Caudate;9;36;ctx-rh-caudalmiddlefrontal;Right-Caudate;307;19.999994
1005;1010;lh.insula_7;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;388;13.499998
28;504;rh.medialorbitofrontal_10;Right-Putamen;4;37;ctx-rh-medialorbitofrontal;Right-Putamen;380;29.092849
28;78;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_6;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;310;14.546663
28;73;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_3;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;274;13.199999
28;77;rh.medialorbitofrontal_10;rh.rostralmiddlefrontal_1;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;315;13.942857
28;503;rh.medialorbitofrontal_10;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;317;19.666668
589;601;lh.superiorfrontal_10;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;232;17.516666
589;592;lh.superiorfrontal_10;lh.superiorfrontal_24;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;239;12.800008
589;590;lh.superiorfrontal_10;lh.superiorfrontal_35;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;213;12.800007
589;594;lh.superiorfrontal_10;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;270;12.200007
192;504;rh.posteriorcingulate_7;Right-Putamen;14;37;ctx-rh-posteriorcingulate;Right-Putamen;325;32.399998
192;505;rh.posteriorcingulate_7;Right-Pallidum;14;38;ctx-rh-posteriorcingulate;Right-Pallidum;227;37.200003
192;503;rh.posteriorcingulate_7;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;343;13.600000
250;504;rh.supramarginal_12;Right-Putamen;17;37;ctx-rh-supramarginal;Right-Putamen;216;42.490007
250;503;rh.supramarginal_12;Right-Caudate;17;36;ctx-rh-supramarginal;Right-Caudate;226;26.616668
250;253;rh.supramarginal_12;rh.supramarginal_5;17;17;ctx-rh-supramarginal;ctx-rh-supramarginal;220;12.800011
303;397;rh.inferiorparietal_20;rh.fusiform_15;19;25;ctx-rh-inferiorparietal;ctx-rh-fusiform;220;22.000020
303;507;rh.inferiorparietal_20;Right-Hippocampus;19;40;ctx-rh-inferiorparietal;Right-Hippocampus;369;34.200007
303;490;rh.inferiorparietal_20;rh.insula_5;19;34;ctx-rh-inferiorparietal;ctx-rh-insula;325;33.275004
614;697;lh.superiorfrontal_2;lh.caudalanteriorcingulate_3;49;54;ctx-lh-superiorfrontal;ctx-lh-caudalanteriorcingulate;234;14.918751
614;1010;lh.superiorfrontal_2;Left-Putamen;49;78;ctx-lh-superiorfrontal;Left-Putamen;258;36.605262
614;632;lh.superiorfrontal_2;lh.caudalmiddlefrontal_13;49;50;ctx-lh-superiorfrontal;ctx-lh-caudalmiddlefrontal;296;24.149262
614;1009;lh.superiorfrontal_2;Left-Caudate;49;77;ctx-lh-superiorfrontal;Left-Caudate;316;24.800004
699;1009;lh.posteriorcingulate_4;Left-Caudate;55;77;ctx-lh-posteriorcingulate;Left-Caudate;358;13.600002
699;703;lh.posteriorcingulate_4;lh.posteriorcingulate_6;55;55;ctx-lh-posteriorcingulate;ctx-lh-posteriorcingulate;214;14.375001
699;1010;lh.posteriorcingulate_4;Left-Putamen;55;78;ctx-lh-posteriorcingulate;Left-Putamen;316;28.399999
501;508;rh.insula_9;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;254;20.917142
501;504;rh.insula_9;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;409;15.444444
687;767;lh.paracentral_11;lh.superiorparietal_24;52;59;ctx-lh-paracentral;ctx-lh-superiorparietal;247;12.799997
490;502;rh.insula_5;Right-Thalamus-Proper;34;35;ctx-rh-insula;Right-Thalamus-Proper;368;14.116666
490;508;rh.insula_5;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;213;21.300001
490;507;rh.insula_5;Right-Hippocampus;34;40;ctx-rh-insula;Right-Hippocampus;386;17.131538
490;504;rh.insula_5;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;325;14.150000
155;504;rh.precentral_15;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;388;41.139886
155;502;rh.precentral_15;Right-Thalamus-Proper;10;35;ctx-rh-precentral;Right-Thalamus-Proper;278;34.870001
155;159;rh.precentral_15;rh.precentral_7;10;10;ctx-rh-precentral;ctx-rh-precentral;329;13.966665
155;505;rh.precentral_15;Right-Pallidum;10;38;ctx-rh-precentral;Right-Pallidum;222;47.885463
155;503;rh.precentral_15;Right-Caudate;10;36;ctx-rh-precentral;Right-Caudate;292;24.725005
155;250;rh.precentral_15;rh.supramarginal_12;10;17;ctx-rh-precentral;ctx-rh-supramarginal;248;33.079050
53;57;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_10;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;276;18.766672
53;504;rh.rostralmiddlefrontal_21;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;256;26.083328
53;58;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_20;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;241;14.599988
53;60;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_18;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;213;13.850002
53;63;rh.rostralmiddlefrontal_21;rh.rostralmiddlefrontal_23;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;225;24.849993
53;503;rh.rostralmiddlefrontal_21;Right-Caudate;7;36;ctx-rh-rostralmiddlefrontal;Right-Caudate;220;21.462500
53;94;rh.rostralmiddlefrontal_21;rh.superiorfrontal_11;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;214;24.475557
583;1010;lh.rostralmiddlefrontal_1;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;212;47.650026
583;585;lh.rostralmiddlefrontal_1;lh.superiorfrontal_32;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;226;13.949986
757;1010;lh.supramarginal_16;Left-Putamen;58;78;ctx-lh-supramarginal;Left-Putamen;225;37.666662
757;991;lh.supramarginal_16;lh.insula_5;58;75;ctx-lh-supramarginal;ctx-lh-insula;258;17.475962
809;816;lh.inferiorparietal_12;lh.inferiorparietal_20;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;255;13.700012
